month,supplier_id,category_id,otif_pct,defect_rate_pct,safety_incidents,invoice_accuracy_pct,responsiveness_score,service_level_score,sla_status
2025-03,SUP-035,CAT-005,92.2,0.99,1,89.5,92.3,90.0,Meets SLA
2025-04,SUP-035,CAT-005,91.5,3.23,0,90.7,80.0,87.0,Meets SLA
2025-05,SUP-035,CAT-005,88.6,1.98,0,87.8,76.5,86.6,Meets SLA
2025-06,SUP-035,CAT-005,86.8,0.7,0,94.3,72.8,88.3,Meets SLA
2025-07,SUP-035,CAT-005,75.7,2.83,0,94.4,76.9,82.0,Watch
2025-08,SUP-035,CAT-005,82.4,3.4,0,86.6,94.3,85.3,Watch
2025-09,SUP-035,CAT-005,72.9,2.48,0,93.5,73.4,80.7,Watch
2025-10,SUP-035,CAT-005,92.2,2.69,0,90.9,75.4,87.2,Meets SLA
2025-11,SUP-035,CAT-005,87.6,1.83,1,93.9,80.5,85.8,Watch
2025-12,SUP-035,CAT-005,76.9,0.63,0,92.0,81.4,86.0,Watch
2026-01,SUP-035,CAT-005,87.5,1.43,0,91.3,76.9,87.7,Meets SLA
2026-02,SUP-035,CAT-005,87.9,1.43,0,91.1,77.8,88.0,Meets SLA
2026-03,SUP-035,CAT-005,81.0,2.21,0,90.7,87.6,86.1,Meets SLA
2026-04,SUP-035,CAT-005,78.5,2.37,0,91.6,81.2,83.9,Watch
2026-05,SUP-035,CAT-005,81.0,4.37,0,94.7,76.1,81.6,Watch
2026-06,SUP-035,CAT-005,85.3,1.69,0,95.0,78.2,87.5,Meets SLA
2025-01,SUP-036,CAT-005,92.9,0.81,0,97.1,82.7,92.6,Meets SLA
2025-02,SUP-036,CAT-005,87.2,1.42,0,97.5,89.9,91.1,Meets SLA
2025-03,SUP-036,CAT-005,92.8,0.79,0,95.2,87.5,93.2,Meets SLA
2025-04,SUP-036,CAT-005,93.6,1.99,0,94.7,85.0,91.2,Meets SLA
2025-05,SUP-036,CAT-005,89.5,1.41,0,91.5,82.2,89.5,Meets SLA
2025-06,SUP-036,CAT-005,91.0,0.35,0,96.8,95.7,94.9,Meets SLA
2025-07,SUP-036,CAT-005,85.0,0.94,0,95.6,85.2,89.8,Meets SLA
2025-08,SUP-036,CAT-005,84.3,2.3,0,92.9,86.4,87.3,Meets SLA
2025-09,SUP-036,CAT-005,94.6,0.94,0,93.9,84.3,92.8,Meets SLA
2025-10,SUP-036,CAT-005,87.2,1.56,0,89.5,83.0,88.2,Meets SLA
2025-11,SUP-036,CAT-005,96.1,2.05,0,92.7,81.2,90.9,Meets SLA
2025-12,SUP-036,CAT-005,83.4,0.8,0,96.2,90.1,90.4,Meets SLA
2026-01,SUP-036,CAT-005,78.3,2.41,0,93.0,91.0,85.8,Watch
2026-02,SUP-036,CAT-005,94.2,0.7,0,98.3,83.0,93.5,Meets SLA
2026-03,SUP-036,CAT-005,99,0.1,0,90.1,95.1,96.8,Meets SLA
2026-04,SUP-036,CAT-005,99,3.04,0,97.9,93.8,93.8,Meets SLA
2026-05,SUP-036,CAT-005,89.0,0.61,0,97.3,84.0,91.8,Meets SLA
2026-06,SUP-036,CAT-005,89.6,2.23,0,92.8,93.2,90.5,Meets SLA
2025-01,SUP-037,CAT-005,77.8,1.92,0,92.0,83.0,84.8,Watch
2025-02,SUP-037,CAT-005,99,1.49,0,93.0,91.8,94.7,Meets SLA
2025-03,SUP-037,CAT-005,89.7,3.14,0,93.8,85.3,88.0,Meets SLA
2025-04,SUP-037,CAT-005,86.9,3.14,0,86.9,90.6,86.7,Meets SLA
2025-05,SUP-037,CAT-005,91.6,2.88,0,92.0,83.3,88.4,Meets SLA
2025-06,SUP-037,CAT-005,91.3,0.88,0,93.7,90.4,92.8,Meets SLA
2025-07,SUP-037,CAT-005,94.8,1.6,0,91.8,81.2,91.0,Meets SLA
2025-08,SUP-037,CAT-005,82.1,1.79,0,92.4,80.9,86.2,Meets SLA
2025-09,SUP-037,CAT-005,92.8,2.07,0,92.1,77.0,88.9,Meets SLA
2025-10,SUP-037,CAT-005,87.0,0.26,0,98.5,82.9,91.6,Meets SLA
2025-11,SUP-037,CAT-005,89.0,1.22,0,97.0,96.0,93.0,Meets SLA
2025-12,SUP-037,CAT-005,86.0,2.04,0,92.5,94.3,89.6,Meets SLA
2026-01,SUP-037,CAT-005,93.4,1.42,0,96.6,80.8,91.5,Meets SLA
2026-02,SUP-037,CAT-005,95.7,2.17,0,91.8,83.6,90.9,Meets SLA
2026-03,SUP-037,CAT-005,85.4,2.74,0,97.4,95.1,89.4,Meets SLA
2026-04,SUP-037,CAT-005,84.3,3.24,0,90.2,89.8,86.1,Meets SLA
2026-05,SUP-037,CAT-005,90.0,0.41,0,91.4,85.3,91.6,Meets SLA
2026-06,SUP-037,CAT-005,92.5,2.48,0,90.0,81.9,88.7,Meets SLA
2025-01,SUP-038,CAT-005,80.9,2.6,0,87.3,92.8,85.8,Watch
2025-02,SUP-038,CAT-005,97.5,0.41,0,95.4,87.4,95.4,Meets SLA
2025-03,SUP-038,CAT-005,89.3,2.75,0,91.5,67.9,84.9,Watch
2025-04,SUP-038,CAT-005,87.4,0.1,0,96.0,60.7,87.5,Meets SLA
2025-05,SUP-038,CAT-005,84.5,0.25,0,92.1,79.5,88.9,Meets SLA
2025-06,SUP-038,CAT-005,85.2,2.16,0,91.9,82.6,87.0,Meets SLA
2025-07,SUP-038,CAT-005,87.1,3.67,0,89.0,99,87.9,Meets SLA
2025-08,SUP-038,CAT-005,85.8,2.3,0,90.2,84.3,87.0,Meets SLA
2025-09,SUP-038,CAT-005,84.0,3.04,0,91.9,89.2,86.4,Meets SLA
2025-10,SUP-038,CAT-005,89.7,1.18,0,92.8,79.2,89.6,Meets SLA
2025-11,SUP-038,CAT-005,89.7,2.21,0,87.4,83.9,88.0,Meets SLA
2025-12,SUP-038,CAT-005,91.3,3.99,0,87.0,93.8,87.7,Meets SLA
2026-01,SUP-038,CAT-005,86.2,1.47,0,95.3,90.0,90.3,Meets SLA
2026-02,SUP-038,CAT-005,77.4,3.7,0,92.9,76.4,81.0,Watch
2026-03,SUP-038,CAT-005,96.6,2.58,0,90.2,92.6,92.0,Meets SLA
2026-04,SUP-038,CAT-005,81.9,2.51,0,93.5,88.9,86.7,Meets SLA
2026-05,SUP-038,CAT-005,88.7,2.3,0,94.0,89.9,89.7,Meets SLA
2026-06,SUP-038,CAT-005,84.6,2.46,0,93.2,81.5,86.4,Meets SLA
2025-01,SUP-039,CAT-005,92.0,0.15,0,92.3,96.8,94.9,Meets SLA
2025-02,SUP-039,CAT-005,97.1,1.62,0,92.8,83.8,92.4,Meets SLA
2025-03,SUP-039,CAT-005,89.7,0.63,0,91.4,90.3,92.1,Meets SLA
2025-04,SUP-039,CAT-005,88.3,1.65,0,99.8,88.5,91.3,Meets SLA
2025-05,SUP-039,CAT-005,81.9,1.41,0,97.4,71.8,85.9,Watch
2025-06,SUP-039,CAT-005,99,0.1,0,94.0,81.6,95.1,Meets SLA
2025-07,SUP-039,CAT-005,89.7,1.24,0,99.8,84.4,91.7,Meets SLA
2025-08,SUP-039,CAT-005,89.1,0.1,0,96.1,87.2,92.9,Meets SLA
2025-09,SUP-039,CAT-005,91.5,1.87,0,99.0,90.6,92.4,Meets SLA
2025-10,SUP-039,CAT-005,88.9,1.2,0,98.8,78.3,90.2,Meets SLA
2025-11,SUP-039,CAT-005,92.1,2.09,0,94.6,76.5,88.9,Meets SLA
2025-12,SUP-039,CAT-005,99,0.27,0,88.4,86.0,94.6,Meets SLA
2026-01,SUP-039,CAT-005,85.2,1.38,0,99.8,89.5,90.8,Meets SLA
2026-02,SUP-039,CAT-005,87.6,2.57,0,97.5,93.4,90.2,Meets SLA
2026-03,SUP-039,CAT-005,95.9,0.52,0,96.1,83.3,94.0,Meets SLA
2026-04,SUP-039,CAT-005,90.3,0.38,0,92.6,88.9,92.7,Meets SLA
2026-05,SUP-039,CAT-005,92.7,1.79,0,99.8,93.2,93.5,Meets SLA
2026-06,SUP-039,CAT-005,88.4,2.64,0,94.3,83.1,88.0,Meets SLA
2025-01,SUP-040,CAT-005,96.2,1.79,0,95.8,77.0,91.1,Meets SLA
2025-02,SUP-040,CAT-005,94.4,3.03,0,92.9,80.8,88.9,Meets SLA
2025-03,SUP-040,CAT-005,88.3,1.36,0,95.3,77.6,88.9,Meets SLA
2025-04,SUP-040,CAT-005,91.2,2.73,0,90.2,96.4,90.5,Meets SLA
2025-05,SUP-040,CAT-005,91.0,1.99,0,85.6,93.5,90.1,Meets SLA
2025-06,SUP-040,CAT-005,93.2,2.38,0,89.7,82.0,89.0,Meets SLA
2025-07,SUP-040,CAT-005,78.3,3.58,0,88.4,85.8,82.4,Watch
2025-08,SUP-040,CAT-005,90.3,2.63,0,94.0,77.2,87.5,Meets SLA
2025-09,SUP-040,CAT-005,79.4,2.55,0,96.4,88.1,86.1,Meets SLA
2025-10,SUP-040,CAT-005,99,3.12,0,95.3,89.8,92.5,Meets SLA
2025-11,SUP-040,CAT-005,88.0,1.52,0,90.6,79.0,88.0,Meets SLA
2025-12,SUP-040,CAT-005,94.5,3.71,0,91.8,80.3,87.7,Meets SLA
2026-01,SUP-040,CAT-005,87.3,3.15,0,94.1,83.3,86.8,Meets SLA
2026-02,SUP-040,CAT-005,85.7,2.0,0,99.4,89.4,90.0,Meets SLA
2026-03,SUP-040,CAT-005,89.7,1.39,0,91.9,84.9,90.1,Meets SLA
2026-04,SUP-040,CAT-005,81.1,1.5,1,89.5,68.0,80.9,Watch
2026-05,SUP-040,CAT-005,91.8,2.58,0,93.5,89.7,90.3,Meets SLA
2026-06,SUP-040,CAT-005,91.7,2.13,0,92.6,78.3,88.7,Meets SLA
2025-01,SUP-041,CAT-006,92.0,2.67,0,85.1,70.5,85.3,Watch
2025-02,SUP-041,CAT-006,89.3,1.08,0,89.2,78.2,88.7,Meets SLA
2025-03,SUP-041,CAT-006,85.4,2.83,0,91.5,82.9,86.1,Meets SLA
2025-04,SUP-041,CAT-006,85.0,0.81,0,92.7,87.6,89.9,Meets SLA
2025-05,SUP-041,CAT-006,85.5,1.38,0,92.4,78.2,87.5,Meets SLA
2025-06,SUP-041,CAT-006,99,2.9,0,93.7,83.6,91.4,Meets SLA
2025-07,SUP-041,CAT-006,82.3,1.94,0,88.5,83.7,85.8,Watch
2025-08,SUP-041,CAT-006,72.9,3.47,0,95.9,91.0,82.9,Watch
2025-09,SUP-041,CAT-006,82.5,1.93,0,93.1,92.2,88.3,Meets SLA
2025-10,SUP-041,CAT-006,84.9,2.68,0,98.5,81.0,87.0,Meets SLA
2025-11,SUP-041,CAT-006,89.8,2.47,1,89.5,97.6,88.0,Meets SLA
2025-12,SUP-041,CAT-006,83.8,1.82,0,82.7,76.5,84.2,Watch
2026-01,SUP-041,CAT-006,81.9,1.69,0,89.8,84.5,86.4,Meets SLA
2026-02,SUP-041,CAT-006,84.8,0.81,0,93.0,92.8,90.8,Meets SLA
2026-03,SUP-041,CAT-006,83.7,2.12,0,93.8,80.4,86.4,Meets SLA
2026-04,SUP-041,CAT-006,81.4,1.53,0,94.3,94.2,89.0,Meets SLA
2026-05,SUP-041,CAT-006,95.0,2.32,0,94.6,89.5,92.0,Meets SLA
2026-06,SUP-041,CAT-006,92.6,2.11,0,91.1,87.4,90.4,Meets SLA
2025-01,SUP-042,CAT-006,95.6,1.57,0,94.6,83.9,92.3,Meets SLA
2025-02,SUP-042,CAT-006,85.5,2.3,0,94.9,80.2,87.0,Meets SLA
2025-03,SUP-042,CAT-006,99,0.33,0,98.2,83.9,95.9,Meets SLA
2025-04,SUP-042,CAT-006,94.7,2.86,0,93.0,89.7,90.9,Meets SLA
2025-05,SUP-042,CAT-006,89.7,1.86,0,91.0,97.0,91.4,Meets SLA
2025-06,SUP-042,CAT-006,90.6,2.5,0,90.2,81.2,87.9,Meets SLA
2025-07,SUP-042,CAT-006,99,0.5,0,98.7,94.3,97.6,Meets SLA
2025-08,SUP-042,CAT-006,95.5,2.63,0,91.7,78.8,89.3,Meets SLA
2025-09,SUP-042,CAT-006,82.6,2.55,0,96.8,86.0,87.0,Meets SLA
2025-10,SUP-042,CAT-006,83.3,0.6,0,99.8,92.5,91.7,Meets SLA
2025-11,SUP-042,CAT-006,84.1,2.46,0,97.2,99,90.1,Meets SLA
2025-12,SUP-042,CAT-006,99,1.3,0,95.9,84.9,94.3,Meets SLA
2026-01,SUP-042,CAT-006,92.9,2.24,0,98.0,86.4,91.4,Meets SLA
2026-02,SUP-042,CAT-006,88.6,2.76,0,97.1,77.7,87.4,Meets SLA
2026-03,SUP-042,CAT-006,90.5,1.62,0,98.0,83.5,90.9,Meets SLA
2026-04,SUP-042,CAT-006,91.3,3.14,0,94.5,87.9,89.2,Meets SLA
2026-05,SUP-042,CAT-006,92.6,1.57,0,98.4,88.5,92.7,Meets SLA
2026-06,SUP-042,CAT-006,85.1,2.04,0,88.5,86.4,87.2,Meets SLA
2025-01,SUP-043,CAT-006,83.8,2.96,0,95.9,85.2,86.5,Meets SLA
2025-02,SUP-043,CAT-006,97.8,1.7,0,96.1,91.6,94.5,Meets SLA
2025-03,SUP-043,CAT-006,89.8,1.5,0,99.8,86.1,91.6,Meets SLA
2025-04,SUP-043,CAT-006,86.0,1.94,0,91.8,87.8,88.5,Meets SLA
2025-05,SUP-043,CAT-006,83.8,0.4,0,96.4,85.6,90.4,Meets SLA
2025-06,SUP-043,CAT-006,76.9,1.96,0,98.4,95.6,87.8,Meets SLA
2025-07,SUP-043,CAT-006,84.0,3.06,0,92.7,89.7,86.7,Meets SLA
2025-08,SUP-043,CAT-006,82.0,2.81,0,93.0,82.6,85.1,Watch
2025-09,SUP-043,CAT-006,94.3,2.16,0,96.8,86.2,91.8,Meets SLA
2025-10,SUP-043,CAT-006,84.3,1.27,0,99.8,84.9,89.8,Meets SLA
2025-11,SUP-043,CAT-006,89.8,3.17,0,91.5,81.5,86.9,Meets SLA
2025-12,SUP-043,CAT-006,88.4,3.67,0,93.0,81.5,85.9,Watch
2026-01,SUP-043,CAT-006,77.4,1.43,0,94.7,87.2,86.5,Meets SLA
2026-02,SUP-043,CAT-006,92.3,2.5,0,98.5,82.1,90.1,Meets SLA
2026-03,SUP-043,CAT-006,87.4,2.95,0,90.7,81.3,86.2,Meets SLA
2026-04,SUP-043,CAT-006,91.4,1.5,0,96.7,99,94.0,Meets SLA
2026-05,SUP-043,CAT-006,97.3,1.82,0,94.1,85.8,92.8,Meets SLA
2026-06,SUP-043,CAT-006,83.9,4.13,0,94.6,86.0,84.8,Watch
2025-01,SUP-044,CAT-006,83.8,2.4,0,96.5,83.9,87.2,Meets SLA
2025-02,SUP-044,CAT-006,73.9,2.47,0,82.8,86.2,81.5,Watch
2025-03,SUP-044,CAT-006,92.3,3.36,0,97.2,74.9,87.4,Meets SLA
2025-04,SUP-044,CAT-006,81.0,2.09,0,96.6,79.5,85.9,Watch
2025-05,SUP-044,CAT-006,92.2,3.09,0,88.2,82.9,87.5,Meets SLA
2025-06,SUP-044,CAT-006,90.6,1.98,0,91.5,85.6,89.6,Meets SLA
2025-07,SUP-044,CAT-006,90.4,3.59,0,96.3,91.3,89.1,Meets SLA
2025-08,SUP-044,CAT-006,87.7,1.97,0,94.7,74.8,87.3,Meets SLA
2025-09,SUP-044,CAT-006,95.7,1.32,0,94.3,85.2,92.8,Meets SLA
2025-10,SUP-044,CAT-006,88.9,2.36,0,91.9,94.6,90.2,Meets SLA
2025-11,SUP-044,CAT-006,87.0,1.14,0,91.9,85.0,89.5,Meets SLA
2025-12,SUP-044,CAT-006,91.9,1.82,0,87.2,91.4,90.6,Meets SLA
2026-01,SUP-044,CAT-006,88.3,2.53,0,93.5,86.1,88.5,Meets SLA
2026-02,SUP-044,CAT-006,89.2,1.66,0,96.8,76.7,88.9,Meets SLA
2026-03,SUP-044,CAT-006,84.0,1.32,0,90.8,77.3,86.6,Meets SLA
2026-04,SUP-044,CAT-006,84.6,1.29,0,94.0,79.6,87.8,Meets SLA
2026-05,SUP-044,CAT-006,99,1.27,0,90.6,74.6,91.5,Meets SLA
2026-06,SUP-044,CAT-006,83.8,1.69,0,89.2,86.5,87.4,Meets SLA
2025-01,SUP-045,CAT-006,88.4,2.53,0,90.9,76.3,86.3,Meets SLA
2025-02,SUP-045,CAT-006,86.5,3.28,0,93.0,77.3,85.1,Watch
2025-03,SUP-045,CAT-006,88.0,2.12,0,93.2,84.9,88.7,Meets SLA
2025-04,SUP-045,CAT-006,81.8,1.62,0,91.7,88.0,87.5,Meets SLA
2025-05,SUP-045,CAT-006,91.1,1.75,0,92.7,78.6,89.1,Meets SLA
2025-06,SUP-045,CAT-006,87.8,1.61,0,91.0,72.6,86.8,Meets SLA
2025-07,SUP-045,CAT-006,79.8,0.81,0,91.8,82.7,87.0,Meets SLA
2025-08,SUP-045,CAT-006,80.2,1.53,0,93.1,75.8,85.1,Watch
2025-09,SUP-045,CAT-006,85.0,1.17,0,91.5,84.6,88.6,Meets SLA
2025-10,SUP-045,CAT-006,90.7,3.55,0,93.1,84.1,87.4,Meets SLA
2025-11,SUP-045,CAT-006,88.6,2.46,0,91.3,85.5,88.2,Meets SLA
2025-12,SUP-045,CAT-006,74.1,2.87,0,91.5,77.7,81.0,Watch
2026-01,SUP-045,CAT-006,89.1,2.96,0,93.7,72.6,85.7,Watch
2026-02,SUP-045,CAT-006,80.3,0.8,0,90.8,89.1,88.1,Meets SLA
2026-03,SUP-045,CAT-006,79.6,3.11,0,94.2,80.0,83.5,Watch
2026-04,SUP-045,CAT-006,85.1,2.51,0,89.0,84.5,86.3,Meets SLA
2026-05,SUP-045,CAT-006,84.6,2.12,0,91.2,87.4,87.5,Meets SLA
2026-06,SUP-045,CAT-006,92.2,1.93,0,87.4,70.8,86.9,Meets SLA
2025-01,SUP-046,CAT-006,87.7,3.57,0,91.4,70.1,83.5,Watch
2025-02,SUP-046,CAT-006,86.4,2.36,0,97.4,69.7,85.8,Watch
2025-03,SUP-046,CAT-006,86.3,1.24,0,83.9,76.3,86.1,Meets SLA
2025-04,SUP-046,CAT-006,77.6,2.79,0,93.0,86.8,84.3,Watch
2025-05,SUP-046,CAT-006,88.0,3.94,0,87.0,73.9,83.0,Watch
2025-06,SUP-046,CAT-006,78.5,2.22,0,95.5,78.2,84.3,Watch
2025-07,SUP-046,CAT-006,87.7,2.81,0,90.3,83.1,86.7,Meets SLA
2025-08,SUP-046,CAT-006,86.9,2.13,0,91.0,82.5,87.5,Meets SLA
2025-09,SUP-046,CAT-006,84.7,3.84,0,89.0,76.0,82.7,Watch
2025-10,SUP-046,CAT-006,93.1,2.48,0,89.4,80.9,88.6,Meets SLA
2025-11,SUP-046,CAT-006,95.4,3.01,0,91.7,80.2,88.9,Meets SLA
2025-12,SUP-046,CAT-006,78.2,2.53,0,99.8,83.9,85.6,Watch
2026-01,SUP-046,CAT-006,98.9,3.07,0,92.6,71.9,88.8,Meets SLA
2026-02,SUP-046,CAT-006,98.6,1.41,0,91.0,75.8,91.5,Meets SLA
2026-03,SUP-046,CAT-006,84.2,2.13,0,91.3,81.4,86.3,Meets SLA
2026-04,SUP-046,CAT-006,94.0,2.25,0,87.4,85.8,89.8,Meets SLA
2026-05,SUP-046,CAT-006,94.9,2.0,0,88.9,97.6,92.8,Meets SLA
2026-06,SUP-046,CAT-006,84.2,2.3,0,87.9,83.4,85.8,Watch
2025-01,SUP-047,CAT-006,86.4,2.5,0,92.0,73.2,85.2,Watch
2025-02,SUP-047,CAT-006,93.0,2.9,0,92.2,80.7,88.4,Meets SLA
2025-03,SUP-047,CAT-006,86.5,3.27,1,84.2,74.9,80.6,Watch
2025-04,SUP-047,CAT-006,86.6,3.14,0,91.2,95.7,88.3,Meets SLA
2025-05,SUP-047,CAT-006,85.0,0.85,0,92.5,89.9,90.2,Meets SLA
2025-06,SUP-047,CAT-006,78.5,2.49,0,88.6,79.9,83.0,Watch
2025-07,SUP-047,CAT-006,78.6,2.14,0,97.7,87.6,86.6,Meets SLA
2025-08,SUP-047,CAT-006,90.1,2.67,0,91.7,90.7,89.4,Meets SLA
2025-09,SUP-047,CAT-006,89.8,1.61,0,87.6,75.5,87.4,Meets SLA
2025-10,SUP-047,CAT-006,92.9,1.97,0,92.3,90.2,91.5,Meets SLA
2025-11,SUP-047,CAT-006,92.9,3.71,0,88.9,80.5,86.6,Meets SLA
2025-12,SUP-047,CAT-006,85.7,2.44,0,95.3,87.4,88.2,Meets SLA
2026-01,SUP-047,CAT-006,76.7,3.56,0,92.5,98.4,84.8,Watch
2026-02,SUP-047,CAT-006,85.5,2.88,0,87.8,88.7,86.4,Meets SLA
2026-03,SUP-047,CAT-006,83.5,4.05,0,90.7,84.3,83.7,Watch
2026-04,SUP-047,CAT-006,81.1,1.47,0,90.0,68.3,83.6,Watch
2026-05,SUP-047,CAT-006,95.9,3.64,0,91.0,80.5,88.2,Meets SLA
2026-06,SUP-047,CAT-006,77.4,2.52,0,92.6,98.1,86.6,Meets SLA
2025-01,SUP-048,CAT-006,81.0,2.64,0,91.9,80.2,84.3,Watch
2025-02,SUP-048,CAT-006,84.7,1.84,1,88.2,68.7,81.6,Watch
2025-03,SUP-048,CAT-006,90.5,2.54,0,87.4,84.0,87.8,Meets SLA
2025-04,SUP-048,CAT-006,83.4,2.65,0,91.6,82.3,85.5,Watch
2025-05,SUP-048,CAT-006,95.0,1.43,0,91.3,85.1,91.9,Meets SLA
2025-06,SUP-048,CAT-006,78.5,3.28,0,89.3,81.9,82.3,Watch
2025-07,SUP-048,CAT-006,88.2,2.64,0,86.7,89.1,87.6,Meets SLA
2025-08,SUP-048,CAT-006,90.2,3.24,0,89.7,85.0,87.3,Meets SLA
2025-09,SUP-048,CAT-006,98.6,2.25,0,89.0,77.5,90.2,Meets SLA
2025-10,SUP-048,CAT-006,90.2,2.75,0,91.0,76.9,86.7,Meets SLA
2025-11,SUP-048,CAT-006,83.8,2.01,0,92.0,75.8,85.5,Watch
2025-12,SUP-048,CAT-006,88.7,3.47,0,87.1,76.2,84.3,Watch
2026-01,SUP-048,CAT-006,76.8,4.21,0,90.2,87.3,81.5,Watch
2026-02,SUP-048,CAT-006,81.3,2.58,0,95.7,76.9,84.6,Watch
2026-03,SUP-048,CAT-006,76.9,3.07,0,88.6,84.3,82.4,Watch
2026-04,SUP-048,CAT-006,87.7,2.59,0,93.5,71.2,85.5,Watch
2026-05,SUP-048,CAT-006,86.1,2.53,0,91.4,67.4,83.9,Watch
2026-06,SUP-048,CAT-006,86.5,1.07,0,90.9,80.6,88.5,Meets SLA
2025-01,SUP-049,CAT-006,86.2,2.62,0,91.6,78.8,85.9,Watch
2025-02,SUP-049,CAT-006,95.2,1.69,0,97.3,86.8,93.0,Meets SLA
2025-03,SUP-049,CAT-006,90.3,1.5,0,96.9,91.2,92.2,Meets SLA
2025-04,SUP-049,CAT-006,84.0,0.58,0,94.5,85.5,89.8,Meets SLA
2025-05,SUP-049,CAT-006,88.5,0.41,0,95.5,82.7,91.3,Meets SLA
2025-06,SUP-049,CAT-006,92.9,2.01,0,96.9,83.9,91.1,Meets SLA
2025-07,SUP-049,CAT-006,84.6,1.2,0,93.9,84.3,88.8,Meets SLA
2025-08,SUP-049,CAT-006,99,1.09,0,93.0,83.9,93.9,Meets SLA
2025-09,SUP-049,CAT-006,94.6,1.7,0,89.0,93.3,92.4,Meets SLA
2025-10,SUP-049,CAT-006,92.9,1.43,0,99.3,99,95.1,Meets SLA
2025-11,SUP-049,CAT-006,96.6,2.09,0,89.3,96.3,93.2,Meets SLA
2025-12,SUP-049,CAT-006,98.3,1.8,0,86.5,85.0,91.7,Meets SLA
2026-01,SUP-049,CAT-006,99,3.21,0,90.0,93.6,92.1,Meets SLA
2026-02,SUP-049,CAT-006,83.8,1.21,0,99.8,84.3,89.6,Meets SLA
2026-03,SUP-049,CAT-006,92.9,2.02,0,97.1,89.7,92.1,Meets SLA
2026-04,SUP-049,CAT-006,85.9,1.84,0,98.4,83.7,89.0,Meets SLA
2026-05,SUP-049,CAT-006,94.6,1.16,0,98.6,92.8,94.9,Meets SLA
2026-06,SUP-049,CAT-006,91.6,3.52,0,99.8,92.2,90.5,Meets SLA
2025-01,SUP-050,CAT-007,81.3,2.23,0,91.9,86.9,86.2,Meets SLA
2025-02,SUP-050,CAT-007,95.6,2.1,0,99.1,85.8,92.7,Meets SLA
2025-03,SUP-050,CAT-007,89.7,0.61,0,91.6,72.3,88.9,Meets SLA
2025-04,SUP-050,CAT-007,97.9,2.42,0,93.1,74.8,90.0,Meets SLA
2025-05,SUP-050,CAT-007,92.1,2.13,0,91.1,82.2,89.3,Meets SLA
2025-06,SUP-050,CAT-007,99,2.83,0,92.7,94.6,93.3,Meets SLA
2025-07,SUP-050,CAT-007,96.0,3.2,0,98.2,91.1,92.0,Meets SLA
2025-08,SUP-050,CAT-007,83.5,0.1,0,93.5,80.2,89.2,Meets SLA
2025-09,SUP-050,CAT-007,83.4,1.77,0,86.1,83.7,86.0,Meets SLA
2025-10,SUP-050,CAT-007,89.3,1.17,0,89.0,74.5,87.9,Meets SLA
2025-11,SUP-050,CAT-007,96.9,1.65,0,97.3,91.6,94.5,Meets SLA
2025-12,SUP-050,CAT-007,88.5,1.94,0,96.8,90.7,90.8,Meets SLA
2026-01,SUP-050,CAT-007,95.6,1.59,0,98.6,88.9,93.9,Meets SLA
2026-02,SUP-050,CAT-007,97.7,0.1,0,96.8,91.1,96.9,Meets SLA
2026-03,SUP-050,CAT-007,97.3,2.46,0,92.2,64.7,87.7,Meets SLA
2026-04,SUP-050,CAT-007,81.7,0.89,0,87.6,91.0,88.3,Meets SLA
2026-05,SUP-050,CAT-007,92.7,0.1,0,95.6,89.4,94.5,Meets SLA
2026-06,SUP-050,CAT-007,81.1,2.86,0,93.1,91.9,86.4,Meets SLA
2025-01,SUP-051,CAT-007,99,2.11,0,95.7,83.9,92.9,Meets SLA
2025-02,SUP-051,CAT-007,89.1,1.68,0,92.4,80.6,88.8,Meets SLA
2025-03,SUP-051,CAT-007,89.9,0.1,0,94.2,85.3,92.5,Meets SLA
2025-04,SUP-051,CAT-007,95.4,1.24,0,91.7,87.9,92.9,Meets SLA
2025-05,SUP-051,CAT-007,92.3,1.81,0,90.9,80.3,89.4,Meets SLA
2025-06,SUP-051,CAT-007,94.4,2.4,0,92.9,87.8,91.1,Meets SLA
2025-07,SUP-051,CAT-007,96.2,2.44,0,98.9,88.0,92.8,Meets SLA
2025-08,SUP-051,CAT-007,94.5,2.21,1,88.5,92.9,89.0,Meets SLA
2025-09,SUP-051,CAT-007,93.3,0.95,0,94.1,89.2,93.2,Meets SLA
2025-10,SUP-051,CAT-007,83.8,1.81,0,92.7,87.3,88.0,Meets SLA
2025-11,SUP-051,CAT-007,93.0,3.66,0,98.7,86.3,89.5,Meets SLA
2025-12,SUP-051,CAT-007,93.5,2.54,0,95.3,88.7,91.1,Meets SLA
2026-01,SUP-051,CAT-007,90.5,1.63,0,89.1,94.4,91.3,Meets SLA
2026-02,SUP-051,CAT-007,83.9,1.47,1,94.8,89.9,86.8,Meets SLA
2026-03,SUP-051,CAT-007,95.8,1.43,0,99.8,94.4,95.4,Meets SLA
2026-04,SUP-051,CAT-007,87.2,0.1,0,91.4,80.5,90.2,Meets SLA
2026-05,SUP-051,CAT-007,91.3,0.3,0,91.3,81.2,91.5,Meets SLA
2026-06,SUP-051,CAT-007,99,0.8,0,93.0,96.9,96.7,Meets SLA
2025-01,SUP-052,CAT-007,81.8,3.86,0,82.7,90.3,83.0,Watch
2025-02,SUP-052,CAT-007,84.1,2.39,0,97.1,88.8,88.3,Meets SLA
2025-03,SUP-052,CAT-007,81.0,1.98,0,94.2,81.6,85.9,Watch
