invoice_id,month,category_id,supplier_id,business_unit,region,contract_status,spend_amount,volume,unit_price,price_variance_pct,payment_terms_days,critical_purchase
INV-17271,2026-05,CAT-006,SUP-047,Network operations,Midwest,On contract,51599.1,64,806.24,0.0807,75,Yes
INV-17272,2026-05,CAT-006,SUP-042,Engineering,Southeast,Off contract,162650.12,144,1129.51,0.1563,75,Yes
INV-17273,2026-05,CAT-006,SUP-042,Information technology,Mid-Atlantic,On contract,64051.58,74,865.56,0.114,45,Yes
INV-17274,2026-05,CAT-006,SUP-041,Engineering,Gulf,On contract,53462.17,58,921.76,0.0901,30,Yes
INV-17275,2026-05,CAT-006,SUP-045,Intermodal,Southeast,Expired agreement,110235.8,151,730.04,0.158,75,No
INV-17276,2026-05,CAT-006,SUP-044,Finance,Southeast,Expired agreement,140568.69,74,1899.58,0.1962,75,Yes
INV-17277,2026-05,CAT-006,SUP-048,Intermodal,Gulf,Catalog mismatch,133558.4,11,12141.67,0.1882,60,Yes
INV-17278,2026-05,CAT-006,SUP-044,Facilities,Midwest,On contract,274676.85,36,7629.91,0.1537,75,No
INV-17279,2026-05,CAT-006,SUP-043,Transportation,Southeast,On contract,41638.71,19,2191.51,0.205,75,No
INV-17280,2026-05,CAT-006,SUP-042,Information technology,Systemwide,Off contract,48103.57,19,2531.77,0.2283,30,Yes
INV-17281,2026-05,CAT-006,SUP-045,Engineering,Gulf,Expired agreement,141932.64,99,1433.66,0.1771,60,No
INV-17282,2026-05,CAT-006,SUP-046,Engineering,Mid-Atlantic,On contract,72491.8,24,3020.49,0.0057,60,Yes
INV-17283,2026-05,CAT-006,SUP-041,Network operations,Southeast,Expired agreement,44058.46,37,1190.77,0.1736,60,Yes
INV-17284,2026-05,CAT-006,SUP-042,Facilities,Mid-Atlantic,On contract,234163.62,20,11708.18,0.0896,30,Yes
INV-17285,2026-05,CAT-006,SUP-046,Transportation,Southeast,Off contract,69071.83,64,1079.25,0.1554,30,Yes
INV-17286,2026-05,CAT-006,SUP-045,Network operations,Gulf,Off contract,298438.57,48,6217.47,0.094,75,Yes
INV-17287,2026-06,CAT-006,SUP-041,Network operations,Systemwide,Catalog mismatch,324455.26,35,9270.15,0.1748,30,Yes
INV-17288,2026-06,CAT-006,SUP-044,Intermodal,Mid-Atlantic,Catalog mismatch,90882.2,18,5049.01,0.1741,75,Yes
INV-17289,2026-06,CAT-006,SUP-041,Mechanical,Gulf,On contract,271880.56,25,10875.22,0.0968,60,No
INV-17290,2026-06,CAT-006,SUP-043,Intermodal,Gulf,On contract,161811.52,18,8989.53,0.1027,30,Yes
INV-17291,2026-06,CAT-006,SUP-041,Information technology,Southeast,Off contract,181727.58,44,4130.17,0.1703,75,No
INV-17292,2026-06,CAT-006,SUP-044,Information technology,Midwest,Catalog mismatch,124575.48,47,2650.54,0.1752,60,No
INV-17293,2026-06,CAT-006,SUP-042,Finance,Southeast,On contract,63234.15,62,1019.91,0.122,75,No
INV-17294,2026-06,CAT-006,SUP-047,Finance,Mid-Atlantic,Off contract,149432.94,317,471.4,0.1707,45,Yes
INV-17295,2026-06,CAT-006,SUP-046,Facilities,Systemwide,On contract,115812.06,20,5790.6,0.0624,30,No
INV-17296,2026-06,CAT-006,SUP-041,Network operations,Southeast,On contract,223931.9,61,3671.01,0.0927,60,Yes
INV-17297,2026-06,CAT-006,SUP-044,Information technology,Gulf,Off contract,88156.55,44,2003.56,0.2508,60,Yes
INV-17298,2026-06,CAT-006,SUP-041,Engineering,Midwest,Expired agreement,180659.93,13,13896.92,0.1831,60,Yes
INV-17299,2026-06,CAT-006,SUP-042,Information technology,Midwest,On contract,47833.29,27,1771.6,0.0857,75,Yes
INV-17300,2026-06,CAT-006,SUP-049,Transportation,Mid-Atlantic,Off contract,106878.16,34,3143.48,0.1571,45,No
INV-17301,2026-06,CAT-006,SUP-042,Intermodal,Systemwide,Off contract,232937.65,205,1136.28,0.2199,45,Yes
INV-17302,2026-06,CAT-006,SUP-043,Engineering,Gulf,On contract,120029.2,24,5001.22,0.0962,45,Yes
INV-17303,2026-06,CAT-006,SUP-047,Engineering,Gulf,Off contract,188870.08,61,3096.23,0.1596,30,Yes
INV-17304,2026-06,CAT-006,SUP-042,Network operations,Mid-Atlantic,On contract,152565.22,13,11735.79,0.0637,75,Yes
INV-17305,2026-06,CAT-006,SUP-041,Information technology,Systemwide,Catalog mismatch,19363.2,22,880.15,0.2295,45,Yes
INV-17306,2026-06,CAT-006,SUP-047,Mechanical,Southeast,On contract,36825.9,24,1534.41,0.0724,75,Yes
INV-17307,2026-06,CAT-006,SUP-041,Intermodal,Mid-Atlantic,Off contract,304925.12,25,12197.0,0.1316,45,No
INV-17308,2026-06,CAT-006,SUP-042,Transportation,Gulf,On contract,206371.23,72,2866.27,0.0484,75,No
INV-17309,2026-06,CAT-006,SUP-044,Facilities,Systemwide,Off contract,106691.6,35,3048.33,0.1477,45,Yes
INV-17310,2026-06,CAT-006,SUP-047,Transportation,Midwest,Off contract,170492.8,53,3216.85,0.1531,60,Yes
INV-17311,2026-06,CAT-006,SUP-041,Information technology,Mid-Atlantic,On contract,277330.79,20,13866.54,0.1438,75,Yes
INV-17312,2026-06,CAT-006,SUP-042,Finance,Gulf,On contract,80050.28,24,3335.43,0.1515,45,Yes
INV-17313,2026-06,CAT-006,SUP-044,Network operations,Mid-Atlantic,On contract,77746.43,11,7067.86,0.1376,45,No
INV-17314,2026-06,CAT-006,SUP-041,Engineering,Gulf,On contract,137411.63,47,2923.65,0.1322,75,Yes
INV-17315,2026-06,CAT-006,SUP-043,Engineering,Systemwide,Off contract,63449.74,33,1922.72,0.2173,30,Yes
INV-17316,2026-06,CAT-006,SUP-042,Intermodal,Mid-Atlantic,Catalog mismatch,354097.51,39,9079.42,0.126,30,No
INV-17317,2026-06,CAT-006,SUP-042,Network operations,Southeast,On contract,113401.94,34,3335.35,0.1281,45,No
INV-17318,2026-06,CAT-006,SUP-048,Transportation,Southeast,Expired agreement,193136.98,25,7725.48,0.1552,30,Yes
INV-17319,2026-06,CAT-006,SUP-043,Intermodal,Gulf,On contract,96452.54,40,2411.31,0.1633,45,No
INV-17320,2026-06,CAT-006,SUP-042,Network operations,Mid-Atlantic,On contract,141993.53,14,10142.4,0.1714,30,No
INV-17321,2026-06,CAT-006,SUP-043,Mechanical,Mid-Atlantic,On contract,112108.43,57,1966.81,0.1077,30,Yes
INV-17322,2026-06,CAT-006,SUP-043,Intermodal,Mid-Atlantic,On contract,178253.36,49,3637.82,0.1095,75,Yes
INV-17323,2026-06,CAT-006,SUP-049,Intermodal,Mid-Atlantic,Catalog mismatch,51549.56,9,5727.73,0.1314,30,No
INV-17324,2026-06,CAT-006,SUP-043,Network operations,Southeast,Catalog mismatch,275726.24,28,9847.37,0.1184,45,Yes
INV-17325,2026-06,CAT-006,SUP-042,Network operations,Midwest,Off contract,88044.46,146,603.04,0.1688,60,No
INV-17326,2026-06,CAT-006,SUP-045,Engineering,Mid-Atlantic,On contract,76835.33,89,863.32,0.0801,30,No
INV-17327,2026-06,CAT-006,SUP-042,Facilities,Mid-Atlantic,On contract,110555.85,57,1939.58,0.0441,45,Yes
INV-17328,2026-06,CAT-006,SUP-042,Mechanical,Mid-Atlantic,On contract,104546.06,9,11616.23,0.1604,45,Yes
INV-17329,2026-06,CAT-006,SUP-049,Mechanical,Midwest,On contract,77555.88,52,1491.46,0.1041,60,Yes
INV-17330,2026-06,CAT-006,SUP-044,Finance,Mid-Atlantic,On contract,179016.22,38,4710.95,0.1871,30,Yes
INV-17331,2026-06,CAT-006,SUP-043,Intermodal,Southeast,On contract,185082.87,157,1178.87,0.1529,75,No
INV-17332,2026-06,CAT-006,SUP-046,Intermodal,Southeast,On contract,67630.96,15,4508.73,0.0937,60,No
INV-17333,2026-06,CAT-006,SUP-041,Engineering,Systemwide,Expired agreement,100698.13,16,6293.63,0.1448,75,No
INV-17334,2026-06,CAT-006,SUP-041,Information technology,Southeast,On contract,34768.24,87,399.63,0.0601,75,Yes
INV-17335,2026-06,CAT-006,SUP-041,Finance,Midwest,Expired agreement,261441.28,54,4841.51,0.122,45,No
INV-17336,2026-06,CAT-006,SUP-044,Finance,Southeast,On contract,20551.72,154,133.45,0.0768,30,No
INV-17337,2026-06,CAT-006,SUP-042,Network operations,Midwest,On contract,179363.71,54,3321.55,0.0493,60,Yes
INV-17338,2026-06,CAT-006,SUP-042,Network operations,Systemwide,On contract,389350.32,26,14975.01,0.1155,30,No
INV-17339,2026-06,CAT-006,SUP-046,Information technology,Systemwide,On contract,130037.32,36,3612.15,0.097,75,Yes
INV-17340,2026-06,CAT-006,SUP-041,Facilities,Southeast,On contract,78749.68,177,444.91,0.0676,45,Yes
INV-17341,2026-06,CAT-006,SUP-047,Information technology,Southeast,On contract,75759.29,35,2164.55,0.0399,60,No
INV-17342,2026-06,CAT-006,SUP-041,Finance,Midwest,On contract,132614.04,63,2104.98,0.0922,60,Yes
INV-17343,2026-06,CAT-006,SUP-048,Engineering,Gulf,On contract,173562.05,34,5104.77,0.1714,60,Yes
INV-17344,2026-06,CAT-006,SUP-043,Engineering,Systemwide,On contract,324210.28,13,24939.25,0.0852,60,No
INV-17345,2026-06,CAT-006,SUP-045,Facilities,Southeast,Expired agreement,126498.89,86,1470.92,0.191,60,Yes
INV-17346,2026-06,CAT-006,SUP-041,Facilities,Southeast,On contract,112256.6,39,2878.37,0.074,30,Yes
INV-17347,2026-06,CAT-006,SUP-042,Intermodal,Southeast,On contract,80305.6,29,2769.16,0.132,60,Yes
INV-17348,2026-06,CAT-006,SUP-041,Transportation,Systemwide,Expired agreement,86852.27,52,1670.24,0.2363,75,Yes
INV-17349,2026-06,CAT-006,SUP-042,Transportation,Gulf,On contract,38491.32,21,1832.92,0.103,30,Yes
INV-17350,2026-06,CAT-006,SUP-042,Information technology,Midwest,On contract,97270.29,27,3602.6,0.1119,30,Yes
INV-17351,2026-06,CAT-006,SUP-042,Engineering,Gulf,Catalog mismatch,63204.97,50,1264.1,0.1168,60,Yes
INV-17352,2026-06,CAT-006,SUP-044,Information technology,Southeast,Off contract,112071.84,78,1436.82,0.0913,75,Yes
INV-17353,2026-06,CAT-006,SUP-043,Engineering,Mid-Atlantic,Catalog mismatch,73092.3,28,2610.44,0.1556,45,Yes
INV-17354,2026-06,CAT-006,SUP-045,Mechanical,Southeast,On contract,147184.6,24,6132.69,0.1018,60,No
INV-17355,2026-06,CAT-006,SUP-044,Engineering,Systemwide,On contract,54962.7,31,1772.99,0.0652,60,Yes
INV-17356,2026-06,CAT-006,SUP-044,Transportation,Mid-Atlantic,On contract,38400.91,9,4266.77,0.085,60,Yes
INV-17357,2026-06,CAT-006,SUP-044,Network operations,Systemwide,Catalog mismatch,525091.96,175,3000.53,0.2295,30,Yes
INV-17358,2026-06,CAT-006,SUP-043,Network operations,Systemwide,Off contract,120860.83,78,1549.5,0.2236,60,No
INV-17359,2026-06,CAT-006,SUP-041,Facilities,Gulf,Catalog mismatch,212655.1,19,11192.37,0.2388,60,No
INV-17360,2026-06,CAT-006,SUP-047,Transportation,Southeast,Off contract,199557.91,19,10503.05,0.2269,75,No
INV-17361,2026-06,CAT-006,SUP-044,Facilities,Systemwide,On contract,170824.75,96,1779.42,0.099,75,Yes
INV-17362,2026-06,CAT-006,SUP-045,Engineering,Mid-Atlantic,Expired agreement,331930.2,128,2593.2,0.1297,75,No
INV-17363,2026-06,CAT-006,SUP-041,Information technology,Southeast,On contract,32863.25,30,1095.44,0.1431,60,Yes
INV-17364,2025-01,CAT-007,SUP-054,Engineering,Southeast,Off contract,272751.28,98,2783.18,0.1108,75,Yes
INV-17365,2025-01,CAT-007,SUP-053,Transportation,Midwest,On contract,89846.72,20,4492.34,0.0504,45,Yes
INV-17366,2025-01,CAT-007,SUP-052,Information technology,Gulf,On contract,106272.44,16,6642.03,0.0951,75,Yes
INV-17367,2025-01,CAT-007,SUP-052,Information technology,Gulf,On contract,132282.65,36,3674.52,0.072,75,Yes
INV-17368,2025-01,CAT-007,SUP-055,Network operations,Midwest,On contract,98801.34,34,2905.92,0.1167,60,No
INV-17369,2025-01,CAT-007,SUP-052,Engineering,Midwest,On contract,115094.27,52,2213.35,0.0724,60,Yes
INV-17370,2025-01,CAT-007,SUP-055,Intermodal,Southeast,On contract,249474.73,43,5801.74,0.1268,75,Yes
INV-17371,2025-01,CAT-007,SUP-056,Facilities,Gulf,Off contract,173672.39,63,2756.7,0.161,75,Yes
INV-17372,2025-01,CAT-007,SUP-053,Mechanical,Systemwide,On contract,114558.38,11,10414.4,0.0789,45,Yes
INV-17373,2025-01,CAT-007,SUP-051,Transportation,Midwest,Catalog mismatch,173288.68,91,1904.27,0.0533,30,Yes
INV-17374,2025-01,CAT-007,SUP-053,Mechanical,Southeast,On contract,95809.07,46,2082.81,0.0807,30,Yes
INV-17375,2025-01,CAT-007,SUP-060,Intermodal,Southeast,On contract,54019.62,57,947.71,0.1479,45,Yes
INV-17376,2025-01,CAT-007,SUP-052,Intermodal,Mid-Atlantic,Off contract,184505.66,29,6362.26,0.1404,30,No
INV-17377,2025-01,CAT-007,SUP-051,Facilities,Systemwide,Off contract,193984.57,20,9699.23,0.2165,45,Yes
INV-17378,2025-01,CAT-007,SUP-052,Network operations,Gulf,On contract,173902.41,42,4140.53,0.1076,60,No
INV-17379,2025-01,CAT-007,SUP-054,Transportation,Systemwide,Expired agreement,132901.25,30,4430.04,0.1684,60,Yes
INV-17380,2025-01,CAT-007,SUP-058,Mechanical,Mid-Atlantic,Off contract,554154.26,114,4861.0,0.1665,30,No
INV-17381,2025-01,CAT-007,SUP-058,Intermodal,Southeast,On contract,89089.06,21,4242.34,0.0487,45,Yes
INV-17382,2025-01,CAT-007,SUP-053,Network operations,Midwest,Catalog mismatch,61067.7,54,1130.88,0.2163,75,Yes
INV-17383,2025-01,CAT-007,SUP-051,Information technology,Southeast,On contract,112235.93,84,1336.14,0.083,75,Yes
INV-17384,2025-01,CAT-007,SUP-051,Transportation,Mid-Atlantic,Off contract,101207.06,95,1065.34,0.1491,60,No
INV-17385,2025-01,CAT-007,SUP-052,Engineering,Systemwide,On contract,64975.03,41,1584.76,0.1048,30,Yes
INV-17386,2025-01,CAT-007,SUP-050,Information technology,Midwest,On contract,365307.15,28,13046.68,0.1239,30,Yes
INV-17387,2025-01,CAT-007,SUP-055,Network operations,Midwest,On contract,327785.12,67,4892.32,0.0532,45,Yes
INV-17388,2025-01,CAT-007,SUP-052,Network operations,Midwest,On contract,148588.73,53,2803.56,0.054,75,Yes
INV-17389,2025-01,CAT-007,SUP-054,Transportation,Midwest,On contract,337467.84,72,4687.05,0.0226,45,Yes
INV-17390,2025-01,CAT-007,SUP-050,Information technology,Southeast,On contract,130292.86,46,2832.45,0.0488,45,Yes
INV-17391,2025-01,CAT-007,SUP-056,Engineering,Southeast,Off contract,192456.88,90,2138.41,0.15,75,No
INV-17392,2025-01,CAT-007,SUP-050,Finance,Systemwide,On contract,261163.91,82,3184.93,0.0004,60,Yes
INV-17393,2025-01,CAT-007,SUP-055,Intermodal,Systemwide,Off contract,208523.86,50,4170.48,0.1309,75,No
INV-17394,2025-01,CAT-007,SUP-055,Transportation,Systemwide,On contract,258561.99,22,11752.82,0.107,45,Yes
INV-17395,2025-01,CAT-007,SUP-054,Network operations,Midwest,Off contract,233336.19,13,17948.94,0.2043,45,Yes
INV-17396,2025-01,CAT-007,SUP-051,Mechanical,Systemwide,Off contract,391670.18,22,17803.19,0.1285,75,Yes
INV-17397,2025-01,CAT-007,SUP-056,Transportation,Midwest,Catalog mismatch,119478.16,62,1927.07,0.1128,30,Yes
INV-17398,2025-01,CAT-007,SUP-057,Mechanical,Mid-Atlantic,On contract,40254.18,87,462.69,0.145,45,Yes
INV-17399,2025-01,CAT-007,SUP-050,Transportation,Mid-Atlantic,Expired agreement,250473.45,16,15654.59,0.1471,75,Yes
INV-17400,2025-01,CAT-007,SUP-055,Finance,Southeast,On contract,318260.11,24,13260.84,0.0786,60,Yes
INV-17401,2025-01,CAT-007,SUP-057,Engineering,Systemwide,On contract,102665.2,97,1058.4,0.0983,30,Yes
INV-17402,2025-01,CAT-007,SUP-051,Intermodal,Midwest,Catalog mismatch,385777.8,11,35070.71,0.1622,60,Yes
INV-17403,2025-01,CAT-007,SUP-056,Network operations,Southeast,On contract,234167.41,40,5854.19,0.1739,75,Yes
INV-17404,2025-01,CAT-007,SUP-052,Facilities,Systemwide,Catalog mismatch,408234.69,22,18556.12,0.1607,45,No
INV-17405,2025-01,CAT-007,SUP-050,Facilities,Mid-Atlantic,Catalog mismatch,123961.05,20,6198.05,0.1775,30,Yes
INV-17406,2025-01,CAT-007,SUP-053,Facilities,Gulf,On contract,95091.15,32,2971.6,0.1009,30,No
INV-17407,2025-01,CAT-007,SUP-053,Finance,Midwest,On contract,140006.45,78,1794.95,0.0813,75,Yes
INV-17408,2025-01,CAT-007,SUP-054,Information technology,Southeast,Expired agreement,146963.23,42,3499.12,0.2049,45,No
INV-17409,2025-01,CAT-007,SUP-053,Engineering,Mid-Atlantic,On contract,142756.96,71,2010.66,0.0474,30,Yes
INV-17410,2025-01,CAT-007,SUP-053,Network operations,Midwest,On contract,99387.59,90,1104.31,0.1478,75,Yes
INV-17411,2025-01,CAT-007,SUP-050,Mechanical,Midwest,On contract,200003.27,35,5714.38,0.119,30,Yes
INV-17412,2025-01,CAT-007,SUP-057,Information technology,Systemwide,Off contract,299658.38,64,4682.16,0.1266,75,Yes
INV-17413,2025-01,CAT-007,SUP-054,Intermodal,Mid-Atlantic,Off contract,210990.81,71,2971.7,0.1746,60,No
INV-17414,2025-01,CAT-007,SUP-056,Information technology,Gulf,On contract,216763.2,42,5161.03,0.0504,60,Yes
INV-17415,2025-01,CAT-007,SUP-055,Mechanical,Systemwide,On contract,151918.08,22,6905.37,0.1154,60,No
INV-17416,2025-01,CAT-007,SUP-056,Finance,Gulf,Catalog mismatch,82009.84,38,2158.15,0.2014,45,Yes
INV-17417,2025-01,CAT-007,SUP-051,Information technology,Midwest,On contract,107656.29,28,3844.87,0.0231,60,Yes
INV-17418,2025-01,CAT-007,SUP-052,Information technology,Southeast,Expired agreement,345322.13,20,17266.11,0.2365,45,Yes
INV-17419,2025-01,CAT-007,SUP-050,Intermodal,Gulf,On contract,157689.69,20,7884.48,0.1089,30,Yes
INV-17420,2025-01,CAT-007,SUP-052,Intermodal,Mid-Atlantic,On contract,139677.8,57,2450.49,0.036,75,No
INV-17421,2025-01,CAT-007,SUP-055,Intermodal,Southeast,On contract,98046.78,21,4668.89,0.0468,75,No
INV-17422,2025-01,CAT-007,SUP-054,Information technology,Systemwide,On contract,493328.45,38,12982.33,0.1312,45,No
INV-17423,2025-01,CAT-007,SUP-051,Mechanical,Mid-Atlantic,Expired agreement,66174.14,57,1160.95,0.1577,45,Yes
INV-17424,2025-01,CAT-007,SUP-051,Facilities,Systemwide,Off contract,113690.71,72,1579.04,0.2462,60,Yes
INV-17425,2025-01,CAT-007,SUP-052,Engineering,Mid-Atlantic,On contract,146197.55,162,902.45,0.0241,30,Yes
INV-17426,2025-01,CAT-007,SUP-050,Mechanical,Systemwide,On contract,109497.82,49,2234.65,0.0382,45,Yes
INV-17427,2025-01,CAT-007,SUP-058,Information technology,Systemwide,On contract,174015.06,18,9667.5,0.1417,60,No
INV-17428,2025-01,CAT-007,SUP-058,Finance,Systemwide,On contract,210795.75,83,2539.71,0.1083,45,Yes
INV-17429,2025-01,CAT-007,SUP-054,Transportation,Gulf,On contract,183706.23,29,6334.7,0.0821,30,Yes
INV-17430,2025-01,CAT-007,SUP-053,Information technology,Systemwide,On contract,209716.59,29,7231.61,0.0417,30,Yes
INV-17431,2025-01,CAT-007,SUP-050,Information technology,Gulf,Catalog mismatch,179425.6,15,11961.71,0.1881,60,No
INV-17432,2025-01,CAT-007,SUP-053,Mechanical,Southeast,On contract,189561.17,37,5123.27,0.0361,60,Yes
INV-17433,2025-01,CAT-007,SUP-051,Mechanical,Southeast,On contract,163339.58,87,1877.47,0.0945,45,Yes
INV-17434,2025-01,CAT-007,SUP-050,Intermodal,Systemwide,On contract,62064.2,29,2140.14,0.1012,75,Yes
INV-17435,2025-01,CAT-007,SUP-050,Facilities,Mid-Atlantic,On contract,126864.5,14,9061.75,0.0491,30,Yes
INV-17436,2025-01,CAT-007,SUP-053,Intermodal,Midwest,On contract,118217.19,31,3813.46,0.1295,60,Yes
INV-17437,2025-01,CAT-007,SUP-057,Network operations,Systemwide,On contract,154784.81,97,1595.72,0.0633,45,Yes
INV-17438,2025-02,CAT-007,SUP-050,Engineering,Mid-Atlantic,Off contract,144952.24,43,3370.98,0.1278,75,No
INV-17439,2025-02,CAT-007,SUP-057,Engineering,Midwest,On contract,255759.0,161,1588.57,0.0673,45,No
INV-17440,2025-02,CAT-007,SUP-051,Information technology,Midwest,Catalog mismatch,306744.42,64,4792.88,0.1926,75,Yes
INV-17441,2025-02,CAT-007,SUP-058,Engineering,Midwest,Catalog mismatch,318233.58,8,39779.2,0.21,60,Yes
INV-17442,2025-02,CAT-007,SUP-057,Engineering,Gulf,On contract,90342.1,17,5314.24,0.0575,30,No
INV-17443,2025-02,CAT-007,SUP-057,Transportation,Systemwide,Catalog mismatch,91305.34,9,10145.04,0.1807,75,No
INV-17444,2025-02,CAT-007,SUP-054,Information technology,Southeast,On contract,164077.5,18,9115.42,0.0849,45,Yes
INV-17445,2025-02,CAT-007,SUP-054,Transportation,Gulf,On contract,72909.18,68,1072.19,0.1318,75,No
INV-17446,2025-02,CAT-007,SUP-051,Network operations,Systemwide,On contract,140613.05,19,7400.69,0.1087,30,No
INV-17447,2025-02,CAT-007,SUP-053,Network operations,Southeast,Catalog mismatch,195795.56,42,4661.8,0.1849,60,No
INV-17448,2025-02,CAT-007,SUP-053,Intermodal,Gulf,On contract,314294.9,42,7483.21,0.0751,45,Yes
INV-17449,2025-02,CAT-007,SUP-050,Intermodal,Southeast,Expired agreement,179451.74,44,4078.45,0.1775,45,Yes
INV-17450,2025-02,CAT-007,SUP-055,Intermodal,Mid-Atlantic,On contract,71463.87,23,3107.12,0.1137,30,Yes
INV-17451,2025-02,CAT-007,SUP-051,Engineering,Mid-Atlantic,On contract,109351.61,39,2803.89,0.0816,60,Yes
INV-17452,2025-02,CAT-007,SUP-053,Intermodal,Midwest,On contract,152966.62,72,2124.54,0.1296,45,Yes
INV-17453,2025-02,CAT-007,SUP-055,Facilities,Midwest,Off contract,88995.56,79,1126.53,0.0854,60,Yes
INV-17454,2025-02,CAT-007,SUP-051,Finance,Midwest,On contract,108592.14,20,5429.61,0.056,60,Yes
INV-17455,2025-02,CAT-007,SUP-051,Information technology,Midwest,Off contract,299705.64,69,4343.56,0.1276,60,Yes
INV-17456,2025-02,CAT-007,SUP-059,Intermodal,Systemwide,Off contract,137177.53,27,5080.65,0.1216,75,Yes
INV-17457,2025-02,CAT-007,SUP-050,Network operations,Mid-Atlantic,On contract,111103.82,79,1406.38,0.0832,30,No
INV-17458,2025-02,CAT-007,SUP-052,Transportation,Southeast,On contract,161779.99,18,8987.78,0.0672,60,Yes
INV-17459,2025-02,CAT-007,SUP-054,Information technology,Mid-Atlantic,On contract,213552.81,22,9706.95,0.1006,45,Yes
INV-17460,2025-02,CAT-007,SUP-052,Network operations,Gulf,On contract,321583.42,20,16079.17,0.0387,30,Yes
INV-17461,2025-02,CAT-007,SUP-050,Mechanical,Midwest,On contract,62895.86,39,1612.71,0.1113,45,No
INV-17462,2025-02,CAT-007,SUP-056,Network operations,Gulf,Off contract,192808.9,54,3570.54,0.1075,30,No
INV-17463,2025-02,CAT-007,SUP-051,Mechanical,Midwest,On contract,162403.57,12,13533.63,0.1187,75,Yes
INV-17464,2025-02,CAT-007,SUP-053,Information technology,Systemwide,On contract,65446.42,49,1335.64,0.0276,60,No
INV-17465,2025-02,CAT-007,SUP-057,Mechanical,Systemwide,On contract,124934.69,19,6575.51,0.0859,30,Yes
INV-17466,2025-02,CAT-007,SUP-051,Engineering,Gulf,On contract,25630.89,47,545.34,0.1125,75,Yes
INV-17467,2025-02,CAT-007,SUP-058,Transportation,Midwest,On contract,128624.57,31,4149.18,0.1407,45,Yes
INV-17468,2025-02,CAT-007,SUP-055,Finance,Southeast,On contract,171806.31,12,14317.19,0.0901,75,Yes
INV-17469,2025-02,CAT-007,SUP-058,Facilities,Southeast,On contract,77207.54,149,518.17,0.0708,60,No
INV-17470,2025-02,CAT-007,SUP-058,Network operations,Systemwide,Off contract,117319.61,34,3450.58,0.2334,45,Yes
INV-17471,2025-02,CAT-007,SUP-054,Information technology,Midwest,Catalog mismatch,211869.91,7,30267.13,0.178,60,Yes
INV-17472,2025-02,CAT-007,SUP-055,Engineering,Systemwide,On contract,134446.67,48,2800.97,0.073,45,Yes
INV-17473,2025-02,CAT-007,SUP-050,Intermodal,Midwest,On contract,352191.24,50,7043.82,0.1124,30,No
INV-17474,2025-02,CAT-007,SUP-050,Network operations,Mid-Atlantic,On contract,90541.51,87,1040.71,0.113,45,Yes
INV-17475,2025-02,CAT-007,SUP-055,Facilities,Systemwide,On contract,99375.17,28,3549.11,0.1083,60,Yes
INV-17476,2025-02,CAT-007,SUP-054,Intermodal,Southeast,On contract,336918.68,101,3335.83,0.0766,60,No
INV-17477,2025-02,CAT-007,SUP-050,Engineering,Systemwide,On contract,297430.51,96,3098.23,0.1156,75,No
INV-17478,2025-02,CAT-007,SUP-057,Mechanical,Southeast,Off contract,106280.99,68,1562.96,0.1426,45,Yes
INV-17479,2025-02,CAT-007,SUP-058,Facilities,Southeast,Catalog mismatch,129788.06,69,1880.99,0.1472,75,No
INV-17480,2025-02,CAT-007,SUP-053,Transportation,Midwest,Catalog mismatch,80266.93,54,1486.42,0.1564,45,Yes
INV-17481,2025-02,CAT-007,SUP-050,Transportation,Midwest,On contract,99689.81,46,2167.17,0.102,60,Yes
INV-17482,2025-02,CAT-007,SUP-051,Transportation,Mid-Atlantic,Catalog mismatch,170151.41,44,3867.08,0.1689,60,Yes
INV-17483,2025-02,CAT-007,SUP-055,Intermodal,Gulf,On contract,76152.03,24,3173.0,0.0534,75,Yes
INV-17484,2025-02,CAT-007,SUP-052,Information technology,Gulf,Catalog mismatch,167437.69,14,11959.83,0.1643,45,Yes
INV-17485,2025-02,CAT-007,SUP-051,Mechanical,Southeast,On contract,121769.36,96,1268.43,0.047,60,Yes
INV-17486,2025-02,CAT-007,SUP-050,Intermodal,Midwest,On contract,170570.02,60,2842.83,0.1473,45,Yes
INV-17487,2025-02,CAT-007,SUP-052,Network operations,Mid-Atlantic,Off contract,159351.88,30,5311.73,0.2629,60,Yes
INV-17488,2025-02,CAT-007,SUP-059,Network operations,Southeast,Off contract,112897.62,35,3225.65,0.1667,30,Yes
INV-17489,2025-02,CAT-007,SUP-050,Finance,Mid-Atlantic,Off contract,230885.44,87,2653.86,0.2047,75,Yes
INV-17490,2025-02,CAT-007,SUP-058,Engineering,Mid-Atlantic,Off contract,112233.35,22,5101.52,0.1936,30,Yes
INV-17491,2025-02,CAT-007,SUP-054,Facilities,Mid-Atlantic,On contract,140067.04,26,5387.19,0.0664,75,Yes
INV-17492,2025-02,CAT-007,SUP-052,Network operations,Southeast,On contract,80127.45,27,2967.68,0.059,75,Yes
INV-17493,2025-02,CAT-007,SUP-053,Transportation,Systemwide,On contract,128053.84,55,2328.25,0.0818,30,No
INV-17494,2025-02,CAT-007,SUP-050,Network operations,Mid-Atlantic,On contract,161943.41,23,7041.02,0.0952,75,Yes
INV-17495,2025-02,CAT-007,SUP-052,Finance,Midwest,On contract,127575.48,19,6714.5,0.1268,75,Yes
